index,url,tweet_id,player_name,id,sentiment,comment,annotator,annotation_id,created_at,updated_at,lead_time
71989,<html><body><a href=https://twitter.com/anyuser/status/1463208535370739716>URL</a></body></html>,1463208535370739716,Robert Lewandowski,1569,Positive,,1,351,2022-11-06T15:57:30.243319Z,2022-11-06T15:57:30.243319Z,10.562
54788,<html><body><a href=https://twitter.com/anyuser/status/1386015696186916874>URL</a></body></html>,1386015696186916874,Robert Lewandowski,1568,Positive,,1,350,2022-11-06T15:57:19.395446Z,2022-11-06T15:57:19.396450Z,22.387
109812,<html><body><a href=https://twitter.com/anyuser/status/1576977940860272640>URL</a></body></html>,1576977940860272640,Robert Lewandowski,1567,Neutral,,1,349,2022-11-06T15:56:56.721813Z,2022-11-06T15:56:56.721813Z,19.841
45932,<html><body><a href=https://twitter.com/anyuser/status/1339305259345178624>URL</a></body></html>,1339305259345178624,Robert Lewandowski,1566,Neutral,,1,348,2022-11-06T15:56:36.608768Z,2022-11-06T15:56:36.608768Z,11.935
110458,<html><body><a href=https://twitter.com/anyuser/status/1579766978658840577>URL</a></body></html>,1579766978658840577,Robert Lewandowski,1565,Positive,,1,347,2022-11-06T15:56:24.363770Z,2022-11-06T15:56:24.363770Z,34.914
62167,<html><body><a href=https://twitter.com/anyuser/status/1436707732497866752>URL</a></body></html>,1436707732497866752,Riyad Mahrez,1564,Neutral,,1,346,2022-11-06T15:55:49.172866Z,2022-11-06T15:55:49.172866Z,20.219
27054,<html><body><a href=https://twitter.com/anyuser/status/1049010337788379136>URL</a></body></html>,1049010337788379136,Riyad Mahrez,1563,Negative,,1,345,2022-11-06T15:55:10.085245Z,2022-11-06T15:55:19.396847Z,63.929
48818,<html><body><a href=https://twitter.com/anyuser/status/1322522872368123908>URL</a></body></html>,1322522872368123908,Riyad Mahrez,1562,Positive,,1,344,2022-11-06T15:54:09.292900Z,2022-11-06T15:54:09.292900Z,9.251
33243,<html><body><a href=https://twitter.com/anyuser/status/1140670724820164610>URL</a></body></html>,1140670724820164610,Riyad Mahrez,1561,Positive,,1,343,2022-11-06T15:53:59.749772Z,2022-11-06T15:53:59.749772Z,15.728
19275,<html><body><a href=https://twitter.com/anyuser/status/994318422405246978>URL</a></body></html>,994318422405246978,Riyad Mahrez,1560,Positive,,1,342,2022-11-06T15:53:43.734196Z,2022-11-06T15:53:43.734196Z,47.086
237206,<html><body><a href=https://twitter.com/anyuser/status/1322168248096477189>URL</a></body></html>,1322168248096477189,Neymar,1559,Neutral,,1,341,2022-11-06T15:52:56.371544Z,2022-11-06T15:52:56.371544Z,15.114
49965,<html><body><a href=https://twitter.com/anyuser/status/982725838000082945>URL</a></body></html>,982725838000082945,Neymar,1558,Neutral,,1,340,2022-11-06T15:52:40.990006Z,2022-11-06T15:52:40.991006Z,9.913
143282,<html><body><a href=https://twitter.com/anyuser/status/1151723971693424640>URL</a></body></html>,1151723971693424640,Neymar,1557,Neutral,,1,339,2022-11-06T15:52:30.791903Z,2022-11-06T15:52:30.791903Z,9.685
256035,<html><body><a href=https://twitter.com/anyuser/status/1356196627913043971>URL</a></body></html>,1356196627913043971,Neymar,1556,Neutral,,1,338,2022-11-06T15:52:20.827490Z,2022-11-06T15:52:20.827490Z,43.024
204945,<html><body><a href=https://twitter.com/anyuser/status/1263413519585882113>URL</a></body></html>,1263413519585882113,Neymar,1555,Neutral,,1,337,2022-11-06T15:51:37.176131Z,2022-11-06T15:51:37.176131Z,33.174
237835,<html><body><a href=https://twitter.com/anyuser/status/1323195897061154820>URL</a></body></html>,1323195897061154820,Lionel Messi,1554,Positive,,1,336,2022-11-06T15:51:03.684318Z,2022-11-06T15:51:03.684318Z,22.799
263150,<html><body><a href=https://twitter.com/anyuser/status/1368954665497399302>URL</a></body></html>,1368954665497399302,Lionel Messi,1553,Neutral,,1,335,2022-11-06T15:50:40.598198Z,2022-11-06T15:50:40.598198Z,12.421
81206,<html><body><a href=https://twitter.com/anyuser/status/1039591419210555394>URL</a></body></html>,1039591419210555394,Lionel Messi,1552,Positive,,1,334,2022-11-06T15:50:27.905159Z,2022-11-06T15:50:27.905159Z,17.691
276431,<html><body><a href=https://twitter.com/anyuser/status/1393154585045438466>URL</a></body></html>,1393154585045438466,Lionel Messi,1551,Positive,,1,333,2022-11-06T15:50:09.937124Z,2022-11-06T15:50:09.937124Z,17.963
140977,<html><body><a href=https://twitter.com/anyuser/status/1147602041331732481>URL</a></body></html>,1147602041331732481,Lionel Messi,1550,Neutral,,1,332,2022-11-06T15:49:51.691303Z,2022-11-06T15:49:51.691303Z,20.099
139053,<html><body><a href=https://twitter.com/anyuser/status/1149730860658307074>URL</a></body></html>,1149730860658307074,Kylian Mbappé,1549,Neutral,,1,331,2022-11-06T15:49:31.325028Z,2022-11-06T15:49:31.325028Z,14.176
38271,<html><body><a href=https://twitter.com/anyuser/status/962241859195109376>URL</a></body></html>,962241859195109376,Kylian Mbappé,1548,Other,,1,330,2022-11-06T15:49:16.859895Z,2022-11-06T15:49:16.859895Z,13.552
366787,<html><body><a href=https://twitter.com/anyuser/status/1562440973149302785>URL</a></body></html>,1562440973149302785,Kylian Mbappé,1547,Neutral,,1,329,2022-11-06T15:49:03.014255Z,2022-11-06T15:49:03.014255Z,25.569
177718,<html><body><a href=https://twitter.com/anyuser/status/1219745195408920579>URL</a></body></html>,1219745195408920579,Kylian Mbappé,1546,Neutral,,1,328,2022-11-06T15:48:37.155584Z,2022-11-06T15:48:37.155584Z,15.852
81933,<html><body><a href=https://twitter.com/anyuser/status/1046318081688195073>URL</a></body></html>,1046318081688195073,Kylian Mbappé,1545,Neutral,,1,327,2022-11-06T15:48:20.699926Z,2022-11-06T15:48:20.699926Z,23.389
303884,<html><body><a href=https://twitter.com/anyuser/status/1505140485609951240>URL</a></body></html>,1505140485609951240,Kevin De Bruyne,1544,Positive,,1,326,2022-11-06T15:47:57.026505Z,2022-11-06T15:47:57.026505Z,26.778
223788,<html><body><a href=https://twitter.com/anyuser/status/1355831699297468417>URL</a></body></html>,1355831699297468417,Kevin De Bruyne,1543,Neutral,,1,325,2022-11-06T15:47:29.951627Z,2022-11-06T15:47:29.951627Z,23.93
306795,<html><body><a href=https://twitter.com/anyuser/status/1510685318692757506>URL</a></body></html>,1510685318692757506,Kevin De Bruyne,1542,Positive,,1,324,2022-11-06T15:47:05.726858Z,2022-11-06T15:47:05.726858Z,28.637
304410,<html><body><a href=https://twitter.com/anyuser/status/1505866204577214472>URL</a></body></html>,1505866204577214472,Kevin De Bruyne,1541,Neutral,,1,323,2022-11-06T15:46:36.811624Z,2022-11-06T15:46:36.811624Z,19.878
232386,<html><body><a href=https://twitter.com/anyuser/status/1371318654881521666>URL</a></body></html>,1371318654881521666,Kevin De Bruyne,1540,Neutral,,1,322,2022-11-06T15:46:16.624756Z,2022-11-06T15:46:16.624756Z,63.08
118255,<html><body><a href=https://twitter.com/anyuser/status/1531224964438843392>URL</a></body></html>,1531224964438843392,Erling Haaland,1539,Other,Without knowing the context this could be both positive or negative,1,321,2022-11-06T15:45:12.951744Z,2022-11-06T15:45:12.951744Z,45.679
142639,<html><body><a href=https://twitter.com/anyuser/status/1578344718110314497>URL</a></body></html>,1578344718110314497,Erling Haaland,1538,Positive,,1,320,2022-11-06T15:44:26.991761Z,2022-11-06T15:44:26.991761Z,18.595
71966,<html><body><a href=https://twitter.com/anyuser/status/1428107114430570498>URL</a></body></html>,1428107114430570498,Erling Haaland,1537,Neutral,,1,319,2022-11-06T15:44:08.126770Z,2022-11-06T15:44:08.126770Z,20.438
39306,<html><body><a href=https://twitter.com/anyuser/status/1354681413400842241>URL</a></body></html>,1354681413400842241,Erling Haaland,1536,Neutral,,1,318,2022-11-06T15:43:47.348541Z,2022-11-06T15:43:47.348541Z,23.93
18770,<html><body><a href=https://twitter.com/anyuser/status/1248689620478558210>URL</a></body></html>,1248689620478558210,Erling Haaland,1535,Neutral,,1,317,2022-11-06T15:43:23.141273Z,2022-11-06T15:43:23.141273Z,42.988
368763,<html><body><a href=https://twitter.com/anyuser/status/1561121018529316864>URL</a></body></html>,1561121018529316864,Cristiano Ronaldo,1534,Positive,,1,316,2022-11-06T15:42:39.835624Z,2022-11-06T15:42:39.835624Z,12.677
123481,<html><body><a href=https://twitter.com/anyuser/status/1116338848559136770>URL</a></body></html>,1116338848559136770,Cristiano Ronaldo,1533,Neutral,,1,315,2022-11-06T15:42:26.871621Z,2022-11-06T15:42:26.871621Z,14.862
171817,<html><body><a href=https://twitter.com/anyuser/status/1203984062886666240>URL</a></body></html>,1203984062886666240,Cristiano Ronaldo,1532,Neutral,,1,314,2022-11-06T15:42:11.413004Z,2022-11-06T15:42:11.413004Z,18.757
78746,<html><body><a href=https://twitter.com/anyuser/status/1035210082311712770>URL</a></body></html>,1035210082311712770,Cristiano Ronaldo,1531,Positive,,1,313,2022-11-06T15:41:52.373542Z,2022-11-06T15:41:52.373542Z,19.902
26821,<html><body><a href=https://twitter.com/anyuser/status/941020366767403008>URL</a></body></html>,941020366767403008,Cristiano Ronaldo,1530,Positive,,1,312,2022-11-06T15:41:32.204785Z,2022-11-06T15:41:32.204785Z,11.799
