index,url,tweet_id,player_name,id,sentiment,comment,annotator,annotation_id,created_at,updated_at,lead_time
74024,<html><body><a href=https://twitter.com/anyuser/status/1524351506996252672>URL</a></body></html>,1524351506996252672,Riyad Mahrez,335,Positive,,1,337,2022-11-07T17:09:25.171165Z,2022-11-07T17:09:25.171269Z,11.975
39933,<html><body><a href=https://twitter.com/anyuser/status/1208584489787637760>URL</a></body></html>,1208584489787637760,Riyad Mahrez,334,Positive,,1,336,2022-11-07T17:09:11.646356Z,2022-11-07T17:09:11.646394Z,9.467
56324,<html><body><a href=https://twitter.com/anyuser/status/1389660151699984390>URL</a></body></html>,1389660151699984390,Riyad Mahrez,333,Positive,,1,335,2022-11-07T17:09:00.634274Z,2022-11-07T17:09:00.634322Z,32.267
5225,<html><body><a href=https://twitter.com/anyuser/status/921013393917607937>URL</a></body></html>,921013393917607937,Riyad Mahrez,332,Positive,,1,334,2022-11-07T17:08:26.777248Z,2022-11-07T17:08:26.777295Z,11.445
65206,<html><body><a href=https://twitter.com/anyuser/status/1468849984103596034>URL</a></body></html>,1468849984103596034,Riyad Mahrez,331,Positive,,1,333,2022-11-07T17:08:13.818588Z,2022-11-07T17:08:13.818668Z,16.489
277346,<html><body><a href=https://twitter.com/anyuser/status/1395097627058901000>URL</a></body></html>,1395097627058901000,Neymar,330,Other,id say neutral but that emoji is misleading,1,332,2022-11-07T17:07:55.498431Z,2022-11-07T17:07:55.498552Z,36.661
152992,<html><body><a href=https://twitter.com/anyuser/status/1169386874085019648>URL</a></body></html>,1169386874085019648,Neymar,329,Negative,,1,331,2022-11-07T17:07:17.237851Z,2022-11-07T17:07:17.237898Z,18.362
198452,<html><body><a href=https://twitter.com/anyuser/status/1251965041622028288>URL</a></body></html>,1251965041622028288,Neymar,328,Neutral,,1,330,2022-11-07T17:06:57.299947Z,2022-11-07T17:06:57.300002Z,12.255
132650,<html><body><a href=https://twitter.com/anyuser/status/1132568426764017664>URL</a></body></html>,1132568426764017664,Neymar,327,Positive,,1,329,2022-11-07T17:06:37.582137Z,2022-11-07T17:06:42.807480Z,16.029
248869,<html><body><a href=https://twitter.com/anyuser/status/1343146747703525379>URL</a></body></html>,1343146747703525379,Neymar,326,Neutral,,1,328,2022-11-07T17:06:21.557036Z,2022-11-07T17:06:21.557108Z,8.184
134403,<html><body><a href=https://twitter.com/anyuser/status/1135916063504289792>URL</a></body></html>,1135916063504289792,Lionel Messi,325,Positive,,1,327,2022-11-07T17:06:11.698389Z,2022-11-07T17:06:11.698473Z,11.26
334347,<html><body><a href=https://twitter.com/anyuser/status/1497896399748624388>URL</a></body></html>,1497896399748624388,Lionel Messi,324,Neutral,,1,326,2022-11-07T17:05:58.838088Z,2022-11-07T17:05:58.838145Z,66.885
36995,<html><body><a href=https://twitter.com/anyuser/status/959183665577242629>URL</a></body></html>,959183665577242629,Lionel Messi,323,Positive,,1,325,2022-11-07T17:04:50.427589Z,2022-11-07T17:04:50.427631Z,25.637
50079,<html><body><a href=https://twitter.com/anyuser/status/982977638158471172>URL</a></body></html>,982977638158471172,Lionel Messi,322,Positive,,1,324,2022-11-07T17:04:23.214248Z,2022-11-07T17:04:23.214286Z,12.167
59516,<html><body><a href=https://twitter.com/anyuser/status/999884796426780679>URL</a></body></html>,999884796426780679,Lionel Messi,321,Neutral,,1,323,2022-11-07T17:04:09.465756Z,2022-11-07T17:04:09.465813Z,14.164
154631,<html><body><a href=https://twitter.com/anyuser/status/1177819511099031553>URL</a></body></html>,1177819511099031553,Kylian Mbappé,320,Negative,,1,322,2022-11-07T17:03:53.829164Z,2022-11-07T17:03:53.829222Z,15.882
99737,<html><body><a href=https://twitter.com/anyuser/status/1078771288808849410>URL</a></body></html>,1078771288808849410,Kylian Mbappé,319,Positive,,1,321,2022-11-07T17:03:36.282048Z,2022-11-07T17:03:36.282119Z,15.177
135639,<html><body><a href=https://twitter.com/anyuser/status/1143596867101626368>URL</a></body></html>,1143596867101626368,Kylian Mbappé,318,Positive,,1,320,2022-11-07T17:03:19.522940Z,2022-11-07T17:03:19.522985Z,9.622
310804,<html><body><a href=https://twitter.com/anyuser/status/1460895484965371905>URL</a></body></html>,1460895484965371905,Kylian Mbappé,317,Positive,,1,319,2022-11-07T17:03:07.594410Z,2022-11-07T17:03:07.594541Z,13.252
194366,<html><body><a href=https://twitter.com/anyuser/status/1249940637035696129>URL</a></body></html>,1249940637035696129,Kylian Mbappé,316,Neutral,,1,318,2022-11-07T17:02:52.682742Z,2022-11-07T17:02:52.682807Z,11.529
136929,<html><body><a href=https://twitter.com/anyuser/status/1195931748158320640>URL</a></body></html>,1195931748158320640,Kevin De Bruyne,315,Negative,,1,317,2022-11-07T17:02:39.648200Z,2022-11-07T17:02:39.648244Z,23.863
98868,<html><body><a href=https://twitter.com/anyuser/status/1102227053355679744>URL</a></body></html>,1102227053355679744,Kevin De Bruyne,314,Negative,,1,316,2022-11-07T17:02:14.364399Z,2022-11-07T17:02:14.364513Z,64.187
281083,<html><body><a href=https://twitter.com/anyuser/status/1460771238683496450>URL</a></body></html>,1460771238683496450,Kevin De Bruyne,313,Positive,,1,315,2022-11-07T17:01:08.461725Z,2022-11-07T17:01:08.461821Z,43.045
284567,<html><body><a href=https://twitter.com/anyuser/status/1467856067614892043>URL</a></body></html>,1467856067614892043,Kevin De Bruyne,312,Positive,,1,314,2022-11-07T17:00:23.843065Z,2022-11-07T17:00:23.843196Z,35.523
319415,<html><body><a href=https://twitter.com/anyuser/status/1533453387940909057>URL</a></body></html>,1533453387940909057,Kevin De Bruyne,311,Positive,,1,313,2022-11-07T16:59:46.939013Z,2022-11-07T16:59:46.939066Z,14.277
21515,<html><body><a href=https://twitter.com/anyuser/status/1263010342784823298>URL</a></body></html>,1263010342784823298,Erling Haaland,310,Positive,,1,312,2022-11-07T16:59:31.106291Z,2022-11-07T16:59:31.106418Z,17.014
103642,<html><body><a href=https://twitter.com/anyuser/status/1501256684882194432>URL</a></body></html>,1501256684882194432,Erling Haaland,309,Neutral,,1,311,2022-11-07T16:59:12.478840Z,2022-11-07T16:59:12.479004Z,23.92
117018,<html><body><a href=https://twitter.com/anyuser/status/1528548278593196034>URL</a></body></html>,1528548278593196034,Erling Haaland,308,Positive,,1,310,2022-11-07T16:58:46.815642Z,2022-11-07T16:58:46.815724Z,11.531
47084,<html><body><a href=https://twitter.com/anyuser/status/1372905376870375433>URL</a></body></html>,1372905376870375433,Erling Haaland,307,Positive,,1,309,2022-11-07T16:58:33.419982Z,2022-11-07T16:58:33.420092Z,18.235
34992,<html><body><a href=https://twitter.com/anyuser/status/1338661770320248832>URL</a></body></html>,1338661770320248832,Erling Haaland,306,Positive,,1,308,2022-11-07T16:58:13.575141Z,2022-11-07T16:58:13.575185Z,11.434
183625,<html><body><a href=https://twitter.com/anyuser/status/1225511587492003842>URL</a></body></html>,1225511587492003842,Cristiano Ronaldo,305,Neutral,,1,307,2022-11-07T16:58:00.322376Z,2022-11-07T16:58:00.322478Z,14.826
169607,<html><body><a href=https://twitter.com/anyuser/status/1200096855717220353>URL</a></body></html>,1200096855717220353,Cristiano Ronaldo,304,Positive,,1,306,2022-11-07T16:57:43.784748Z,2022-11-07T16:57:43.784845Z,16.186
209304,<html><body><a href=https://twitter.com/anyuser/status/1272102417086251010>URL</a></body></html>,1272102417086251010,Cristiano Ronaldo,303,Positive,,1,305,2022-11-07T16:57:26.005631Z,2022-11-07T16:57:26.005876Z,12.964
206910,<html><body><a href=https://twitter.com/anyuser/status/1267800207657402371>URL</a></body></html>,1267800207657402371,Cristiano Ronaldo,302,Positive,,1,304,2022-11-07T16:57:11.419619Z,2022-11-07T16:57:11.419721Z,11.831
374334,<html><body><a href=https://twitter.com/anyuser/status/1571065185804382208>URL</a></body></html>,1571065185804382208,Cristiano Ronaldo,301,Positive,,1,303,2022-11-07T16:56:57.933461Z,2022-11-07T16:56:57.933568Z,14.764
